"env","plant","harv","lat","lon","block","row","col","gen","yield"
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,32,1,"G001",5525
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,13,2,"G001",4380
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,13,3,"G001",4795
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,6,1,"G002",5860
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,18,2,"G002",5185
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,18,3,"G002",5270
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,27,1,"G003",5375
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,8,2,"G003",4985
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,8,3,"G003",5090
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,36,1,"G004",4480
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,17,2,"G004",4215
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,17,3,"G004",4090
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,1,1,"G011",6170
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,4,2,"G011",4755
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,4,3,"G011",4800
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,2,1,"G013",6050
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,5,2,"G013",4640
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,5,3,"G013",5635
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,19,1,"G018",5295
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,31,2,"G018",5295
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,31,3,"G018",5415
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,33,1,"G019",5420
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,14,2,"G019",5035
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,14,3,"G019",5085
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,16,1,"G025",5885
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,28,2,"G025",5730
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,28,3,"G025",5490
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,17,1,"G027",4225
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,29,2,"G027",3610
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,29,3,"G027",3860
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,9,1,"G038",5170
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,21,2,"G038",5370
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,21,3,"G038",5565
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,28,1,"G039",5085
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,9,2,"G039",4555
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,9,3,"G039",5045
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,26,1,"G040",5165
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,7,2,"G040",4600
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,7,3,"G040",5180
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,35,1,"G041",5005
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,16,2,"G041",4450
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,16,3,"G041",4305
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,30,1,"G043",5705
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,11,2,"G043",5115
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,11,3,"G043",5685
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,31,1,"G044",4355
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,12,2,"G044",3840
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,12,3,"G044",3775
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,7,1,"G047",5300
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,19,2,"G047",5045
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,19,3,"G047",5105
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,8,1,"G048",4215
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,20,2,"G048",3930
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,20,3,"G048",4540
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,10,1,"C049",5660
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,22,2,"C049",5500
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,22,3,"C049",5570
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,11,1,"G050",4800
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,23,2,"G050",4765
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,23,3,"G050",5595
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,12,1,"G051",6010
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,24,2,"G051",5440
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,24,3,"G051",5805
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,13,1,"G052",5560
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,25,2,"G052",5195
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,25,3,"G052",5505
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,14,1,"G053",5210
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,26,2,"G053",4845
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,26,3,"G053",5515
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,15,1,"C054",5670
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,27,2,"C054",5660
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,27,3,"C054",5705
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,18,1,"G055",4630
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,30,2,"G055",4715
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,30,3,"G055",4380
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,21,1,"G056",5765
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,33,2,"G056",5630
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,33,3,"G056",5305
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,22,1,"G057",4950
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,34,2,"G057",5725
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,34,3,"G057",5250
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,23,1,"G058",5565
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,35,2,"G058",5600
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,35,3,"G058",5490
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,24,1,"G059",5235
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,36,2,"G059",5225
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,36,3,"G059",5190
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,25,1,"G060",4990
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,6,2,"G060",4430
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,6,3,"G060",5925
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,29,1,"G061",5760
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,10,2,"G061",4620
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,10,3,"G061",5525
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,34,1,"G062",4670
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,15,2,"G062",4385
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,15,3,"G062",4135
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,3,1,"G063",4255
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,1,2,"G063",3425
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,1,3,"G063",3970
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,4,1,"G064",4460
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,2,2,"G064",3930
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,2,3,"G064",4770
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,5,1,"G065",5030
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,3,2,"G065",4235
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,3,3,"G065",4545
"E01","2019-11-21","2020-03-20",-22.197,-52.717,1,20,1,"G066",5095
"E01","2019-11-21","2020-03-20",-22.197,-52.717,2,32,2,"G066",4935
"E01","2019-11-21","2020-03-20",-22.197,-52.717,3,32,3,"G066",4825
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,31,1,"G001",4403.64
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,13,2,"G001",4003.85
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,13,3,"G001",4218.48
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,6,1,"G002",4070.77
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,16,2,"G002",3558.5
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,16,3,"G002",3919.06
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,26,1,"G003",4273.71
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,8,2,"G003",4013.33
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,8,3,"G003",4024.16
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,1,1,"G011",3280
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,3,2,"G011",3141.49
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,3,3,"G011",3419.49
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,2,1,"G013",3327.07
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,4,2,"G013",3446
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,4,3,"G013",3564.52
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,19,1,"G018",4729.58
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,29,2,"G018",3871.26
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,29,3,"G018",3948.51
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,32,1,"G019",4566.9
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,14,2,"G019",3738.88
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,14,3,"G019",4027.16
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,16,1,"G025",4877.13
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,26,2,"G025",4281.32
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,26,3,"G025",4532.57
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,17,1,"G027",3905.65
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,27,2,"G027",3316.68
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,27,3,"G027",3304.9
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,9,1,"G038",4196.7
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,19,2,"G038",4059.34
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,19,3,"G038",3858.45
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,27,1,"G039",4872.3
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,9,2,"G039",4227.52
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,9,3,"G039",4232.43
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,25,1,"G040",4384.18
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,7,2,"G040",4135.54
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,7,3,"G040",4042.02
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,29,1,"G043",4572.57
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,11,2,"G043",3775.33
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,11,3,"G043",4005.84
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,30,1,"G044",3546.67
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,12,2,"G044",2832.94
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,12,3,"G044",3181.04
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,7,1,"G047",4414.04
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,17,2,"G047",3966.74
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,17,3,"G047",4305.64
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,8,1,"G048",3598.68
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,18,2,"G048",2862.83
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,18,3,"G048",3304.28
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,10,1,"C049",4458.55
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,20,2,"C049",3886.76
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,20,3,"C049",4483.39
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,11,1,"G050",3898.8
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,21,2,"G050",3751.57
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,21,3,"G050",3911.14
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,12,1,"G051",1787.22
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,22,2,"G051",4416.85
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,22,3,"G051",4218.67
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,13,1,"G052",4783.23
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,23,2,"G052",4219.87
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,23,3,"G052",4234.94
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,14,1,"G053",4306.55
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,24,2,"G053",4088.1
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,24,3,"G053",3936.41
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,15,1,"C054",4568.49
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,25,2,"C054",4313.49
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,25,3,"C054",4031.11
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,18,1,"G055",4353.75
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,28,2,"G055",3578.87
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,28,3,"G055",3893.09
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,20,1,"G056",4724.35
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,30,2,"G056",4200.21
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,30,3,"G056",4102.18
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,21,1,"G057",4132.08
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,31,2,"G057",3418.89
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,31,3,"G057",3766.32
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,22,1,"G058",4402.87
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,32,2,"G058",3513.32
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,32,3,"G058",3415.42
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,23,1,"G059",4792.16
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,33,2,"G059",4063.83
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,33,3,"G059",4130.8
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,24,1,"G060",4804.02
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,6,2,"G060",4074.23
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,6,3,"G060",3876.59
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,28,1,"G061",4452.72
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,10,2,"G061",4217.59
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,10,3,"G061",4314.78
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,33,1,"G062",3940.68
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,15,2,"G062",3588.79
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,15,3,"G062",3754.54
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,3,1,"G063",3259.39
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,5,2,"G063",2639.26
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,5,3,"G063",3317.24
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,4,1,"G064",3775.89
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,1,2,"G064",1906.45
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,1,3,"G064",1763.4
"E02","2019-10-26","2020-02-23",-22.2,-52.717,1,5,1,"G065",3051.93
"E02","2019-10-26","2020-02-23",-22.2,-52.717,2,2,2,"G065",2657.1
"E02","2019-10-26","2020-02-23",-22.2,-52.717,3,2,3,"G065",2838.22
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,51,1,"G001",3951.62
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,8,2,"G001",3760.26
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,8,3,"G001",4294.11
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,24,1,"G002",4883.64
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,32,2,"G002",3544.55
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,32,3,"G002",3924.66
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,44,1,"G003",4731.16
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,1,2,"G003",4018.39
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,1,3,"G003",4426.05
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,23,1,"G010",4972.32
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,31,2,"G010",3526.2
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,31,3,"G010",5097.66
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,14,1,"G015",4391.44
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,22,2,"G015",2069.31
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,22,3,"G015",4377.87
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,15,1,"G016",4833.87
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,23,2,"G016",3514.31
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,23,3,"G016",4839.72
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,48,1,"G019",4597.81
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,5,2,"G019",3979.34
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,5,3,"G019",4377.77
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,7,1,"G194",4935.86
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,15,2,"G194",4407.45
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,15,3,"G194",4632.64
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,9,1,"G195",4464.96
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,17,2,"G195",3637.41
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,17,3,"G195",4784.73
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,12,1,"G023",4322.12
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,20,2,"G023",3821.58
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,20,3,"G023",4200.51
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,13,1,"G028",4193.95
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,21,2,"G028",3606.09
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,21,3,"G028",4129.83
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,31,1,"G031",4818.62
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,39,2,"G031",4011.16
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,39,3,"G031",5092.63
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,32,1,"G032",3724.21
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,40,2,"G032",3961.37
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,40,3,"G032",5038.82
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,28,1,"G038",3655.81
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,36,2,"G038",2352.8
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,36,3,"G038",4669.91
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,45,1,"G039",4720.76
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,2,2,"G039",4225.39
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,2,3,"G039",4720.76
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,46,1,"G040",4643.23
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,3,2,"G040",4431.1
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,3,3,"G040",3896.96
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,47,1,"G043",4295.14
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,4,2,"G043",4072.62
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,4,3,"G043",4508.46
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,3,1,"G047",4367.24
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,11,2,"G047",2702.38
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,11,3,"G047",4240.74
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,34,1,"C049",5088.59
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,42,2,"C049",4112.56
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,42,3,"C049",4840.55
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,22,1,"G050",3568.96
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,30,2,"G050",3443.14
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,30,3,"G050",4612.17
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,35,1,"G051",4744.65
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,43,2,"G051",3980.34
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,43,3,"G051",5173.7
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,36,1,"G052",4916.7
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,44,2,"G052",4098.8
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,44,3,"G052",5460.32
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,38,1,"C054",4490.28
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,46,2,"C054",4154.85
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,46,3,"C054",5383.35
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,40,1,"G055",3573.61
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,48,2,"G055",2615.02
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,48,3,"G055",3582.66
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,43,1,"G057",4788.27
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,51,2,"G057",3881.01
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,51,3,"G057",5057.35
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,49,1,"G062",4421.57
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,6,2,"G062",3477.42
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,6,3,"G062",4364.6
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,42,1,"G066",4439.62
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,50,2,"G066",4025.78
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,50,3,"G066",3703.28
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,1,1,"G067",3933.45
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,9,2,"G067",3800
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,9,3,"G067",4196.02
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,2,1,"G068",4388.83
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,10,2,"G068",3651.02
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,10,3,"G068",4088.66
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,4,1,"G069",4434.79
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,12,2,"G069",1894.38
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,12,3,"G069",4659.71
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,5,1,"G070",4679.44
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,8,1,"G070",3691.26
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,13,2,"G070",3327.54
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,16,2,"G070",4183.52
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,13,3,"G070",4696.99
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,16,3,"G070",4789.46
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,6,1,"G071",4836.79
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,14,2,"G071",4091.58
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,14,3,"G071",4384.05
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,10,1,"G075",3320.86
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,18,2,"G075",3666.43
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,18,3,"G075",4226.55
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,11,1,"G076",3561.21
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,19,2,"G076",3276.25
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,19,3,"G076",4174.07
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,16,1,"G077",4834.44
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,24,2,"G077",3351.65
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,24,3,"G077",4491.31
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,17,1,"G078",5043.55
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,25,2,"G078",3652.07
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,25,3,"G078",5047.6
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,18,1,"G079",4882.55
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,26,2,"G079",3848.45
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,26,3,"G079",4688.9
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,19,1,"G080",4835.61
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,27,2,"G080",3499
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,27,3,"G080",4344.2
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,20,1,"G081",4011.09
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,28,2,"G081",3835.47
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,28,3,"G081",4754.81
"E03","2019-11-06","2020-03-05",-22.207,-55.969,1,21,1,"G082",3789.27
"E03","2019-11-06","2020-03-05",-22.207,-55.969,2,29,2,"G082",3340.67
"E03","2019-11-06","2020-03-05",-22.207,-55.969,3,29,3,"G082",4755.48
